pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,seed,wins,losses,winp,cwins,closses,cwinp,year,team0,team1,result
-370.0,-6.582,-143.0,-289.0,-0.005,-47.0,-104.0,-0.016,-37.0,-118.0,0.048,-76.0,-1.575,5.0,1.762,-72.0,0.154,-122.0,-2.81,-104.0,-2.706,47.0,1.85,70.0,2.941,-63.0,-0.879,7.0,-11.0,9.0,-0.283,-4.0,4.0,-0.25,2008.0,Mississippi State,Memphis,1.0
242.0,2.84,79.0,253.0,-0.021,51.0,192.0,-0.033,33.0,119.0,-0.073,84.0,1.75,1.0,-1.298,84.0,0.423,-25.0,-1.722,37.0,0.709,-29.0,-1.078,-15.0,-1.19,-34.0,-2.011,-1.0,-1.0,3.0,-0.074,-2.0,2.0,-0.111,2008.0,Pittsburgh,Michigan State,1.0
-242.0,-2.84,-79.0,-253.0,0.021,-51.0,-192.0,0.033,-33.0,-119.0,0.073,-84.0,-1.75,-1.0,1.298,-84.0,-0.423,25.0,1.722,-37.0,-0.709,29.0,1.078,15.0,1.19,34.0,2.011,1.0,1.0,-3.0,0.074,2.0,-2.0,0.111,2008.0,Michigan State,Pittsburgh,0.0
171.0,5.181,55.0,130.0,-0.002,53.0,159.0,-0.007,8.0,5.0,0.006,-7.0,-0.212,-65.0,-1.97,-72.0,-2.182,21.0,0.636,173.0,5.242,-46.0,-1.394,29.0,0.879,123.0,3.727,3.0,-2.0,2.0,-0.061,-2.0,2.0,-0.111,2008.0,Stanford,Marquette,0.0
-171.0,-5.181,-55.0,-130.0,0.002,-53.0,-159.0,0.007,-8.0,-5.0,-0.006,7.0,0.212,65.0,1.97,72.0,2.182,-21.0,-0.636,-173.0,-5.242,46.0,1.394,-29.0,-0.879,-123.0,-3.727,-3.0,2.0,-2.0,0.061,2.0,-2.0,0.111,2008.0,Marquette,Stanford,1.0
190.0,1.213,109.0,181.0,0.015,49.0,130.0,-0.001,-77.0,-58.0,-0.052,26.0,0.059,63.0,0.484,89.0,0.541,14.0,-0.368,20.0,0.237,26.0,0.488,-107.0,-3.93,-44.0,-2.395,-5.0,6.0,-4.0,0.136,5.0,-5.0,0.312,2008.0,Texas,Miami (FL),0.0
-190.0,-1.213,-109.0,-181.0,-0.015,-49.0,-130.0,0.001,77.0,58.0,0.052,-26.0,-0.059,-63.0,-0.484,-89.0,-0.541,-14.0,0.368,-20.0,-0.237,-26.0,-0.488,107.0,3.93,44.0,2.395,5.0,-6.0,4.0,-0.136,-5.0,5.0,-0.312,2008.0,Miami (FL),Texas,1.0
356.0,8.373,109.0,289.0,-0.014,106.0,331.0,-0.023,32.0,194.0,-0.135,60.0,1.43,107.0,2.464,166.0,3.865,-37.0,-1.607,95.0,2.615,63.0,1.724,-30.0,-1.274,-7.0,-0.741,-4.0,7.0,-6.0,0.183,4.0,-6.0,0.333,2008.0,Memphis,Michigan State,0.0
-356.0,-8.373,-109.0,-289.0,0.014,-106.0,-331.0,0.023,-32.0,-194.0,0.135,-60.0,-1.43,-107.0,-2.464,-166.0,-3.865,37.0,1.607,-95.0,-2.615,-63.0,-1.724,30.0,1.274,7.0,0.741,4.0,-7.0,6.0,-0.183,-4.0,6.0,-0.333,2008.0,Michigan State,Memphis,1.0
238.0,4.921,103.0,212.0,0.004,92.0,207.0,0.025,-60.0,-80.0,-0.007,6.0,-0.183,4.0,-0.599,12.0,-0.723,-31.0,-1.33,67.0,1.842,4.0,-0.036,-78.0,-2.648,-11.0,-0.828,-1.0,2.0,-1.0,0.036,0.0,-2.0,0.09,2008.0,Texas,Stanford,0.0
-238.0,-4.921,-103.0,-212.0,-0.004,-92.0,-207.0,-0.025,60.0,80.0,0.007,-6.0,0.183,-4.0,0.599,-12.0,0.723,31.0,1.33,-67.0,-1.842,-4.0,0.036,78.0,2.648,11.0,0.828,1.0,-2.0,1.0,-0.036,0.0,2.0,-0.09,2008.0,Stanford,Texas,1.0
139.0,4.088,55.0,61.0,0.013,0.0,69.0,-0.035,29.0,152.0,-0.093,25.0,0.735,65.0,1.911,89.0,2.618,107.0,3.147,85.0,2.5,31.0,0.912,91.0,2.677,38.0,1.117,-1.0,5.0,-5.0,0.147,3.0,-3.0,0.188,2008.0,Memphis,Texas,0.0
-139.0,-4.088,-55.0,-61.0,-0.013,0.0,-69.0,0.035,-29.0,-152.0,0.093,-25.0,-0.735,-65.0,-1.911,-89.0,-2.618,-107.0,-3.147,-85.0,-2.5,-31.0,-0.912,-91.0,-2.677,-38.0,-1.117,1.0,-5.0,5.0,-0.147,-3.0,3.0,-0.188,2008.0,Texas,Memphis,1.0
245.0,7.206,79.0,258.0,-0.023,-45.0,-87.0,-0.02,132.0,123.0,0.052,104.0,3.059,77.0,2.265,181.0,5.324,-63.0,-1.853,-22.0,-0.647,-54.0,-1.588,58.0,1.706,-15.0,-0.441,0.0,-1.0,1.0,-0.029,1.0,-1.0,0.063,2008.0,North Carolina,Kansas,1.0
-245.0,-7.206,-79.0,-258.0,0.023,45.0,87.0,0.02,-132.0,-123.0,-0.052,-104.0,-3.059,-77.0,-2.265,-181.0,-5.324,63.0,1.853,22.0,0.647,54.0,1.588,-58.0,-1.706,15.0,0.441,0.0,1.0,-1.0,0.029,-1.0,1.0,-0.063,2008.0,Kansas,North Carolina,0.0
190.0,5.588,76.0,211.0,-0.012,85.0,234.0,0.005,-47.0,86.0,-0.135,44.0,1.294,108.0,3.176,153.0,4.5,52.0,1.529,43.0,1.265,82.0,2.412,1.0,0.03,107.0,3.147,0.0,2.0,-2.0,0.059,0.0,-2.0,0.111,2008.0,Memphis,UCLA,0.0
-190.0,-5.588,-76.0,-211.0,0.012,-85.0,-234.0,-0.005,47.0,-86.0,0.135,-44.0,-1.294,-108.0,-3.176,-153.0,-4.5,-52.0,-1.529,-43.0,-1.265,-82.0,-2.412,-1.0,-0.03,-107.0,-3.147,0.0,-2.0,2.0,-0.059,0.0,2.0,-0.111,2008.0,UCLA,Memphis,1.0
62.0,1.824,26.0,-113.0,0.039,-37.0,-186.0,0.048,47.0,-56.0,0.106,-46.0,-1.353,-23.0,-0.676,-69.0,-2.03,87.0,2.559,9.0,0.265,4.0,0.118,28.0,0.823,-1.0,-0.029,0.0,-1.0,1.0,-0.03,-3.0,3.0,-0.188,2008.0,Memphis,Kansas,1.0
-62.0,-1.824,-26.0,113.0,-0.039,37.0,186.0,-0.048,-47.0,56.0,-0.106,46.0,1.353,23.0,0.676,69.0,2.03,-87.0,-2.559,-9.0,-0.265,-4.0,-0.118,-28.0,-0.823,1.0,0.029,0.0,1.0,-1.0,0.03,3.0,-3.0,0.188,2008.0,Kansas,Memphis,0.0
39.0,3.321,52.0,74.0,0.01,85.0,197.0,0.025,-150.0,-143.0,-0.075,-52.0,-1.188,-11.0,0.4,-62.0,-0.759,105.0,3.576,81.0,2.655,66.0,2.123,-69.0,-1.63,-63.0,-1.348,-15.0,7.0,-8.0,0.23,4.0,-4.0,0.222,2009.0,Louisville,Morehead State,0.0
-39.0,-3.321,-52.0,-74.0,-0.01,-85.0,-197.0,-0.025,150.0,143.0,0.075,52.0,1.188,11.0,-0.4,62.0,0.759,-105.0,-3.576,-81.0,-2.655,-66.0,-2.123,69.0,1.63,63.0,1.348,15.0,-7.0,8.0,-0.23,-4.0,4.0,-0.222,2009.0,Morehead State,Louisville,1.0
429.0,10.979,200.0,458.0,-0.011,-38.0,-41.0,-0.044,67.0,135.0,-0.038,128.0,3.659,56.0,1.046,185.0,4.736,79.0,1.992,103.0,2.942,-13.0,-0.553,17.0,0.125,8.0,-0.211,1.0,6.0,-5.0,0.162,6.0,-6.0,0.333,2009.0,Ohio State,Siena,1.0
-429.0,-10.979,-200.0,-458.0,0.011,38.0,41.0,0.044,-67.0,-135.0,0.038,-128.0,-3.659,-56.0,-1.046,-185.0,-4.736,-79.0,-1.992,-103.0,-2.942,13.0,0.553,-17.0,-0.125,-8.0,0.211,-1.0,-6.0,5.0,-0.162,-6.0,6.0,-0.333,2009.0,Siena,Ohio State,0.0
-40.0,0.976,29.0,67.0,-0.001,-36.0,-122.0,0.019,-62.0,-40.0,-0.048,74.0,2.545,-152.0,-3.946,-77.0,-1.371,20.0,1.044,27.0,0.999,-65.0,-1.877,-43.0,-0.924,-109.0,-2.83,7.0,-3.0,2.0,-0.072,-3.0,5.0,-0.25,2009.0,Utah,Arizona,1.0
40.0,-0.976,-29.0,-67.0,0.001,36.0,122.0,-0.019,62.0,40.0,0.048,-74.0,-2.545,152.0,3.946,77.0,1.371,-20.0,-1.044,-27.0,-0.999,65.0,1.877,43.0,0.924,109.0,2.83,-7.0,3.0,-2.0,0.072,3.0,-5.0,0.25,2009.0,Arizona,Utah,0.0
127.0,15.253,51.0,-120.0,0.057,-50.0,-159.0,0.001,75.0,94.0,0.012,-18.0,1.153,67.0,5.804,49.0,6.962,-98.0,-0.919,-50.0,-0.219,47.0,2.119,35.0,3.229,-81.0,0.367,-9.0,-3.0,-2.0,0.024,-1.0,-1.0,0.021,2009.0,Wake Forest,Cleveland State,1.0
-127.0,-15.253,-51.0,120.0,-0.057,50.0,159.0,-0.001,-75.0,-94.0,-0.012,18.0,-1.153,-67.0,-5.804,-49.0,-6.962,98.0,0.919,50.0,0.219,-47.0,-2.119,-35.0,-3.229,81.0,-0.367,9.0,3.0,2.0,-0.024,1.0,1.0,-0.021,2009.0,Cleveland State,Wake Forest,0.0
233.0,4.867,78.0,172.0,0.002,44.0,133.0,0.0,33.0,-4.0,0.05,45.0,0.952,-11.0,-1.002,34.0,-0.05,56.0,1.233,22.0,0.461,39.0,1.044,-43.0,-1.662,12.0,-0.206,-5.0,-5.0,6.0,-0.171,-1.0,3.0,-0.132,2009.0,West Virginia,Dayton,1.0
-233.0,-4.867,-78.0,-172.0,-0.002,-44.0,-133.0,0.0,-33.0,4.0,-0.05,-45.0,-0.952,11.0,1.002,-34.0,0.05,-56.0,-1.233,-22.0,-0.461,-39.0,-1.044,43.0,1.662,-12.0,0.206,5.0,5.0,-6.0,0.171,1.0,-3.0,0.132,2009.0,Dayton,West Virginia,0.0
-117.0,-3.656,-51.0,-64.0,-0.011,-21.0,-9.0,-0.032,6.0,18.0,-0.01,37.0,1.157,64.0,2.0,101.0,3.156,41.0,1.282,-6.0,-0.188,33.0,1.031,108.0,3.374,100.0,3.125,-11.0,-1.0,1.0,-0.031,-2.0,0.0,-0.014,2009.0,Kansas,North Dakota State,0.0
117.0,3.656,51.0,64.0,0.011,21.0,9.0,0.032,-6.0,-18.0,0.01,-37.0,-1.157,-64.0,-2.0,-101.0,-3.156,-41.0,-1.282,6.0,0.188,-33.0,-1.031,-108.0,-3.374,-100.0,-3.125,11.0,1.0,-1.0,0.031,2.0,0.0,0.014,2009.0,North Dakota State,Kansas,1.0
217.0,6.575,45.0,210.0,-0.028,87.0,249.0,0.008,40.0,-14.0,0.068,80.0,2.424,-30.0,-0.909,51.0,1.546,81.0,2.454,-4.0,-0.121,-10.0,-0.303,-27.0,-0.818,52.0,1.576,-3.0,-1.0,1.0,-0.031,0.0,-2.0,0.062,2009.0,Boston College,USC,1.0
-217.0,-6.575,-45.0,-210.0,0.028,-87.0,-249.0,-0.008,-40.0,14.0,-0.068,-80.0,-2.424,30.0,0.909,-51.0,-1.546,-81.0,-2.454,4.0,0.121,10.0,0.303,27.0,0.818,-52.0,-1.576,3.0,1.0,-1.0,0.031,0.0,2.0,-0.062,2009.0,USC,Boston College,0.0
-160.0,-0.476,-63.0,-55.0,-0.021,-64.0,-104.0,-0.047,30.0,65.0,-0.022,93.0,3.474,-10.0,1.103,84.0,4.609,-24.0,0.23,-92.0,-2.329,-28.0,-0.656,-90.0,-1.835,-84.0,-1.351,-13.0,4.0,-6.0,0.169,0.0,0.0,0.0,2009.0,Michigan State,Robert Morris,0.0
160.0,0.476,63.0,55.0,0.021,64.0,104.0,0.047,-30.0,-65.0,0.022,-93.0,-3.474,10.0,-1.103,-84.0,-4.609,24.0,-0.23,92.0,2.329,28.0,0.656,90.0,1.835,84.0,1.351,13.0,-4.0,6.0,-0.169,0.0,0.0,0.0,2009.0,Robert Morris,Michigan State,1.0
-123.0,-3.728,-70.0,-55.0,-0.022,95.0,228.0,0.025,-78.0,-100.0,-0.019,23.0,0.697,68.0,2.061,91.0,2.757,43.0,1.303,14.0,0.425,49.0,1.485,19.0,0.576,79.0,2.394,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,Louisville,Siena,0.0
123.0,3.728,70.0,55.0,0.022,-95.0,-228.0,-0.025,78.0,100.0,0.019,-23.0,-0.697,-68.0,-2.061,-91.0,-2.757,-43.0,-1.303,-14.0,-0.425,-49.0,-1.485,-19.0,-0.576,-79.0,-2.394,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,Siena,Louisville,1.0
-4.0,6.074,-8.0,-189.0,0.043,27.0,-39.0,0.078,-15.0,-53.0,0.034,-49.0,-0.545,-53.0,0.352,-102.0,-0.19,-31.0,0.352,-113.0,-2.717,-18.0,-0.252,-33.0,0.129,-144.0,-2.775,-1.0,-6.0,3.0,-0.118,-3.0,3.0,-0.167,2009.0,Arizona,Cleveland State,0.0
4.0,-6.074,8.0,189.0,-0.043,-27.0,39.0,-0.078,15.0,53.0,-0.034,49.0,0.545,53.0,-0.352,102.0,0.19,31.0,-0.352,113.0,2.717,18.0,0.252,33.0,-0.129,144.0,2.775,1.0,6.0,-3.0,0.118,3.0,-3.0,0.167,2009.0,Cleveland State,Arizona,1.0
240.0,9.61,76.0,-37.0,0.051,25.0,-5.0,0.049,63.0,6.0,0.082,-67.0,-1.698,54.0,2.408,-13.0,0.709,54.0,2.127,12.0,0.573,21.0,0.766,20.0,1.047,-10.0,0.281,-8.0,-2.0,1.0,-0.037,3.0,-3.0,0.187,2009.0,Kansas,Dayton,0.0
-240.0,-9.61,-76.0,37.0,-0.051,-25.0,5.0,-0.049,-63.0,-6.0,-0.082,67.0,1.698,-54.0,-2.408,13.0,-0.709,-54.0,-2.127,-12.0,-0.573,-21.0,-0.766,-20.0,-1.047,10.0,-0.281,8.0,2.0,-1.0,0.037,-3.0,3.0,-0.187,2009.0,Dayton,Kansas,1.0
45.0,3.542,-10.0,50.0,-0.019,41.0,91.0,0.024,24.0,13.0,0.02,53.0,1.986,12.0,1.083,67.0,3.132,100.0,3.512,-2.0,0.133,-63.0,-1.823,-18.0,-0.127,68.0,2.637,-8.0,6.0,-7.0,0.208,6.0,-6.0,0.333,2009.0,Michigan State,USC,0.0
-45.0,-3.542,10.0,-50.0,0.019,-41.0,-91.0,-0.024,-24.0,-13.0,-0.02,-53.0,-1.986,-12.0,-1.083,-67.0,-3.132,-100.0,-3.512,2.0,-0.133,63.0,1.823,18.0,0.127,-68.0,-2.637,8.0,-6.0,7.0,-0.208,-6.0,6.0,-0.333,2009.0,USC,Michigan State,1.0
130.0,1.751,63.0,231.0,-0.024,68.0,237.0,-0.035,-64.0,-9.0,-0.091,64.0,1.637,114.0,2.795,178.0,4.431,85.0,2.138,115.0,3.304,106.0,3.12,48.0,1.076,66.0,1.527,-11.0,7.0,-6.0,0.193,7.0,-7.0,0.389,2009.0,Louisville,Arizona,0.0
-130.0,-1.751,-63.0,-231.0,0.024,-68.0,-237.0,0.035,64.0,9.0,0.091,-64.0,-1.637,-114.0,-2.795,-178.0,-4.431,-85.0,-2.138,-115.0,-3.304,-106.0,-3.12,-48.0,-1.076,-66.0,-1.527,11.0,-7.0,6.0,-0.193,-7.0,7.0,-0.389,2009.0,Arizona,Louisville,1.0
-167.0,-5.219,-54.0,-24.0,-0.024,-42.0,-77.0,-0.027,-17.0,19.0,-0.042,52.0,1.624,-55.0,-1.719,-2.0,-0.062,-9.0,-0.282,-16.0,-0.5,-46.0,-1.437,-24.0,-0.75,-8.0,-0.25,-1.0,3.0,-3.0,0.094,1.0,1.0,-0.042,2009.0,Michigan State,Kansas,0.0
167.0,5.219,54.0,24.0,0.024,42.0,77.0,0.027,17.0,-19.0,0.042,-52.0,-1.624,55.0,1.719,2.0,0.062,9.0,0.282,16.0,0.5,46.0,1.437,24.0,0.75,8.0,0.25,1.0,-3.0,3.0,-0.094,-1.0,-1.0,0.042,2009.0,Kansas,Michigan State,1.0
139.0,2.033,72.0,176.0,-0.004,101.0,270.0,0.007,-106.0,-115.0,-0.043,-19.0,-0.956,51.0,0.826,32.0,-0.132,38.0,0.67,101.0,2.867,113.0,3.338,6.0,-0.236,-43.0,-1.879,-1.0,-1.0,2.0,-0.057,1.0,-1.0,0.056,2009.0,Louisville,Michigan State,1.0
-139.0,-2.033,-72.0,-176.0,0.004,-101.0,-270.0,-0.007,106.0,115.0,0.043,19.0,0.956,-51.0,-0.826,-32.0,0.132,-38.0,-0.67,-101.0,-2.867,-113.0,-3.338,-6.0,0.236,43.0,1.879,1.0,1.0,-2.0,0.057,-1.0,1.0,-0.056,2009.0,Michigan State,Louisville,0.0
-213.0,0.558,-11.0,-132.0,0.026,-137.0,-372.0,-0.01,-54.0,-110.0,0.022,16.0,1.629,-2.0,2.369,13.0,3.969,10.0,1.652,-33.0,-0.459,171.0,5.735,-139.0,-2.975,-221.0,-5.362,-15.0,8.0,-11.0,0.31,4.0,-6.0,0.283,2009.0,Connecticut,Chattanooga,0.0
213.0,-0.558,11.0,132.0,-0.026,137.0,372.0,0.01,54.0,110.0,-0.022,-16.0,-1.629,2.0,-2.369,-13.0,-3.969,-10.0,-1.652,33.0,0.459,-171.0,-5.735,139.0,2.975,221.0,5.362,15.0,-8.0,11.0,-0.31,-4.0,6.0,-0.283,2009.0,Chattanooga,Connecticut,1.0
183.0,5.719,120.0,104.0,0.041,38.0,80.0,0.014,-95.0,-169.0,0.035,-105.0,-3.281,78.0,2.437,-27.0,-0.844,132.0,4.124,71.0,2.219,-6.0,-0.187,-41.0,-1.282,39.0,1.219,-1.0,0.0,0.0,0.0,3.0,-3.0,0.188,2009.0,Brigham Young,Texas A&M,1.0
-183.0,-5.719,-120.0,-104.0,-0.041,-38.0,-80.0,-0.014,95.0,169.0,-0.035,105.0,3.281,-78.0,-2.437,27.0,0.844,-132.0,-4.124,-71.0,-2.219,6.0,0.187,41.0,1.282,-39.0,-1.219,1.0,0.0,0.0,0.0,-3.0,3.0,-0.188,2009.0,Texas A&M,Brigham Young,0.0
124.0,1.656,98.0,252.0,-0.008,18.0,44.0,0.004,-90.0,-76.0,-0.052,42.0,1.009,19.0,-0.127,63.0,0.943,111.0,2.906,106.0,2.993,84.0,2.4,15.0,0.103,-8.0,-0.768,-7.0,3.0,-2.0,0.068,-3.0,3.0,-0.167,2009.0,Purdue,Northern Iowa,0.0
-124.0,-1.656,-98.0,-252.0,0.008,-18.0,-44.0,-0.004,90.0,76.0,0.052,-42.0,-1.009,-19.0,0.127,-63.0,-0.943,-111.0,-2.906,-106.0,-2.993,-84.0,-2.4,-15.0,-0.103,8.0,0.768,7.0,-3.0,2.0,-0.068,3.0,-3.0,0.167,2009.0,Northern Iowa,Purdue,1.0
-14.0,4.11,52.0,9.0,0.024,-151.0,-389.0,-0.023,33.0,61.0,-0.011,91.0,3.383,-93.0,-1.242,-1.0,2.171,-10.0,0.462,5.0,0.576,-170.0,-4.696,-7.0,0.647,60.0,2.826,-9.0,1.0,-3.0,0.07,5.0,-3.0,0.216,2009.0,Washington,Mississippi State,0.0
14.0,-4.11,-52.0,-9.0,-0.024,151.0,389.0,0.023,-33.0,-61.0,0.011,-91.0,-3.383,93.0,1.242,1.0,-2.171,10.0,-0.462,-5.0,-0.576,170.0,4.696,7.0,-0.647,-60.0,-2.826,9.0,-1.0,3.0,-0.07,-5.0,3.0,-0.216,2009.0,Mississippi State,Washington,1.0
125.0,5.995,-3.0,156.0,-0.042,18.0,127.0,-0.049,113.0,175.0,-0.019,25.0,1.057,-39.0,-0.483,-16.0,0.514,-44.0,-0.839,101.0,3.209,13.0,0.47,4.0,0.456,71.0,2.613,-5.0,-6.0,5.0,-0.155,-2.0,4.0,-0.208,2009.0,Marquette,Utah State,0.0
-125.0,-5.995,3.0,-156.0,0.042,-18.0,-127.0,0.049,-113.0,-175.0,0.019,-25.0,-1.057,39.0,0.483,16.0,-0.514,44.0,0.839,-101.0,-3.209,-13.0,-0.47,-4.0,-0.456,-71.0,-2.613,5.0,6.0,-5.0,0.155,2.0,-4.0,0.208,2009.0,Utah State,Marquette,1.0
536.0,7.051,202.0,448.0,-0.005,5.0,105.0,-0.057,127.0,242.0,-0.066,137.0,2.967,62.0,-0.985,199.0,1.986,157.0,2.771,157.0,3.826,10.0,-0.18,27.0,-0.72,135.0,1.849,-11.0,8.0,-4.0,0.153,1.0,1.0,-0.036,2009.0,Missouri,Cornell,0.0
-536.0,-7.051,-202.0,-448.0,0.005,-5.0,-105.0,0.057,-127.0,-242.0,0.066,-137.0,-2.967,-62.0,0.985,-199.0,-1.986,-157.0,-2.771,-157.0,-3.826,-10.0,0.18,-27.0,0.72,-135.0,-1.849,11.0,-8.0,4.0,-0.153,-1.0,-1.0,0.036,2009.0,Cornell,Missouri,1.0
-43.0,-3.576,-1.0,265.0,-0.063,-13.0,106.0,-0.103,-28.0,-46.0,0.012,91.0,2.48,-6.0,-0.871,86.0,1.64,-13.0,-0.864,98.0,2.821,77.0,2.273,24.0,0.365,9.0,-0.236,3.0,0.0,1.0,-0.02,-4.0,2.0,-0.173,2009.0,California,Maryland,1.0
43.0,3.576,1.0,-265.0,0.063,13.0,-106.0,0.103,28.0,46.0,-0.012,-91.0,-2.48,6.0,0.871,-86.0,-1.64,13.0,0.864,-98.0,-2.821,-77.0,-2.273,-24.0,-0.365,-9.0,0.236,-3.0,0.0,-1.0,0.02,4.0,-2.0,0.173,2009.0,Maryland,California,0.0
306.0,0.326,87.0,241.0,-0.011,-10.0,28.0,-0.032,142.0,202.0,0.002,49.0,0.006,145.0,1.539,194.0,1.541,50.0,-0.176,32.0,-0.109,129.0,3.476,-111.0,-5.339,-71.0,-4.696,-13.0,13.0,-9.0,0.315,5.0,-5.0,0.312,2009.0,Memphis,Cal State Northridge,0.0
-306.0,-0.326,-87.0,-241.0,0.011,10.0,-28.0,0.032,-142.0,-202.0,-0.002,-49.0,-0.006,-145.0,-1.539,-194.0,-1.541,-50.0,0.176,-32.0,0.109,-129.0,-3.476,111.0,5.339,71.0,4.696,13.0,-13.0,9.0,-0.315,-5.0,5.0,-0.312,2009.0,Cal State Northridge,Memphis,1.0
102.0,5.604,83.0,90.0,0.024,-46.0,-104.0,-0.019,-18.0,-5.0,-0.018,39.0,1.629,103.0,4.078,141.0,5.676,87.0,3.199,21.0,0.837,124.0,4.125,-15.0,-0.075,-148.0,-4.222,-8.0,2.0,-3.0,0.089,6.0,-4.0,0.271,2009.0,Connecticut,Texas A&M,0.0
-102.0,-5.604,-83.0,-90.0,-0.024,46.0,104.0,0.019,18.0,5.0,0.018,-39.0,-1.629,-103.0,-4.078,-141.0,-5.676,-87.0,-3.199,-21.0,-0.837,-124.0,-4.125,15.0,0.075,148.0,4.222,8.0,-2.0,3.0,-0.089,-6.0,4.0,-0.271,2009.0,Texas A&M,Connecticut,1.0
247.0,9.586,78.0,117.0,0.012,-88.0,-238.0,-0.011,179.0,258.0,-0.001,157.0,5.021,29.0,1.582,186.0,6.603,-82.0,-2.027,4.0,0.341,-71.0,-2.006,95.0,3.23,52.0,2.102,-1.0,-2.0,1.0,-0.038,3.0,-3.0,0.167,2009.0,Washington,Purdue,1.0
-247.0,-9.586,-78.0,-117.0,-0.012,88.0,238.0,0.011,-179.0,-258.0,0.001,-157.0,-5.021,-29.0,-1.582,-186.0,-6.603,82.0,2.027,-4.0,-0.341,71.0,2.006,-95.0,-3.23,-52.0,-2.102,1.0,2.0,-1.0,0.038,-3.0,3.0,-0.167,2009.0,Purdue,Washington,0.0
156.0,2.27,126.0,204.0,0.016,7.0,4.0,0.009,-103.0,-87.0,-0.052,47.0,1.061,33.0,0.306,80.0,1.368,117.0,2.986,92.0,2.468,33.0,0.883,33.0,0.632,87.0,2.034,-3.0,5.0,-4.0,0.126,0.0,-2.0,0.083,2009.0,Missouri,Marquette,0.0
-156.0,-2.27,-126.0,-204.0,-0.016,-7.0,-4.0,-0.009,103.0,87.0,0.052,-47.0,-1.061,-33.0,-0.306,-80.0,-1.368,-117.0,-2.986,-92.0,-2.468,-33.0,-0.883,-33.0,-0.632,-87.0,-2.034,3.0,-5.0,4.0,-0.126,0.0,2.0,-0.083,2009.0,Marquette,Missouri,1.0
160.0,2.604,18.0,-59.0,0.021,8.0,45.0,-0.011,116.0,225.0,-0.072,31.0,0.57,118.0,2.827,150.0,3.426,-14.0,-0.843,45.0,1.097,69.0,1.903,12.0,-0.009,47.0,0.895,-8.0,9.0,-8.0,0.246,9.0,-9.0,0.562,2009.0,Memphis,Maryland,0.0
-160.0,-2.604,-18.0,59.0,-0.021,-8.0,-45.0,0.011,-116.0,-225.0,0.072,-31.0,-0.57,-118.0,-2.827,-150.0,-3.426,14.0,0.843,-45.0,-1.097,-69.0,-1.903,-12.0,0.009,-47.0,-0.895,8.0,-9.0,8.0,-0.246,-9.0,9.0,-0.562,2009.0,Maryland,Memphis,1.0
39.0,7.97,5.0,-84.0,0.023,-81.0,-226.0,-0.004,110.0,184.0,-0.023,112.0,4.453,65.0,4.34,176.0,8.763,-37.0,0.269,-66.0,-1.429,84.0,3.176,-3.0,1.025,-190.0,-4.45,-4.0,0.0,-3.0,0.074,4.0,-4.0,0.222,2009.0,Connecticut,Purdue,0.0
-39.0,-7.97,-5.0,84.0,-0.023,81.0,226.0,0.004,-110.0,-184.0,0.023,-112.0,-4.453,-65.0,-4.34,-176.0,-8.763,37.0,-0.269,66.0,1.429,-84.0,-3.176,3.0,-1.025,190.0,4.45,4.0,0.0,3.0,-0.074,-4.0,4.0,-0.222,2009.0,Purdue,Connecticut,1.0
240.0,7.059,116.0,125.0,0.029,42.0,52.0,0.038,-34.0,-18.0,-0.028,-7.0,-0.206,-62.0,-1.824,-71.0,-2.088,158.0,4.647,59.0,1.735,-79.0,-2.323,-5.0,-0.147,82.0,2.411,1.0,-1.0,1.0,-0.029,-4.0,4.0,-0.25,2009.0,Memphis,Missouri,1.0
-240.0,-7.059,-116.0,-125.0,-0.029,-42.0,-52.0,-0.038,34.0,18.0,0.028,7.0,0.206,62.0,1.824,71.0,2.088,-158.0,-4.647,-59.0,-1.735,79.0,2.323,5.0,0.147,-82.0,-2.411,-1.0,1.0,-1.0,0.029,4.0,-4.0,0.25,2009.0,Missouri,Memphis,0.0
361.0,3.795,151.0,314.0,0.002,93.0,247.0,0.011,-34.0,-40.0,-0.009,1.0,-1.129,-75.0,-4.634,-75.0,-5.792,151.0,3.084,179.0,4.753,-117.0,-4.147,22.0,-0.466,276.0,6.979,2.0,3.0,0.0,0.014,-3.0,1.0,-0.083,2009.0,Connecticut,Missouri,0.0
-361.0,-3.795,-151.0,-314.0,-0.002,-93.0,-247.0,-0.011,34.0,40.0,0.009,-1.0,1.129,75.0,4.634,75.0,5.792,-151.0,-3.084,-179.0,-4.753,117.0,4.147,-22.0,0.466,-276.0,-6.979,-2.0,-3.0,0.0,-0.014,3.0,-1.0,0.083,2009.0,Missouri,Connecticut,1.0
-100.0,-0.667,20.0,-25.0,0.016,7.0,-9.0,0.018,-147.0,-170.0,-0.041,84.0,2.95,-54.0,-0.913,29.0,2.007,159.0,5.364,-55.0,-1.453,-3.0,0.027,-82.0,-2.127,-80.0,-1.928,-15.0,5.0,-6.0,0.177,1.0,-3.0,0.133,2009.0,Pittsburgh,East Tennessee State,0.0
